Age,Gender,Years at address,Employment status,Country,Current debt,Postcode,Income,Own home,CCJs,Loan amount,Outcome
51,M,31,Unemployed,UK,40,SM4 4EF,54000,Own,0,36942,Paid
81,F,2,Self Employed,UK,7960,HG4 2QD,52000,Mortgage,0,36688,Paid
72,M,29,Unemployed,UK,2040,TA18 8LT,42000,Own,1,37797,Paid
24,F,4,Self Employed,UK,10,BT60 1ER,47000,Mortgage,0,21857,Paid
75,M,11,Self Employed,UK,2250,W10 6JW,19000,Mortgage,2,2948,Paid
63,M,40,Employed,UK,1020,GU2 9LW,35000,Own,1,19712,Paid
60,F,13,Unemployed,UK,990,EH22 4DG,52500,Own,2,47176,Defaulted
80,F,46,Self Employed,UK,4400,GL55 6SL,36500,Own,2,2294,Defaulted
84,M,22,Self Employed,UK,9900,GL56 0TH,44000,Mortgage,1,21907,Defaulted
17,M,1,Unemployed,UK,1130,NE65 7PQ,36000,Mortgage,1,21240,Paid
69,M,29,Self Employed,UK,1960,BH23 1QJ,34500,Own,0,9509,Paid
54,M,5,Employed,UK,3380,N2 0HA,35500,Own,0,10101,Paid
63,M,18,Unemployed,UK,2350,W1U 5AP,48000,Mortgage,1,46727,Paid
73,F,54,Self Employed,UK,7370,W5 3NH,33500,Own,2,7992,Defaulted
43,M,1,Self Employed,UK,5740,IP18 6EH,18500,Own,1,376,Paid
45,F,2,Unemployed,UK,1630,RH8 0NS,47000,Mortgage,1,8332,Paid
53,F,17,Self Employed,UK,1600,GU21 2TA,28500,Mortgage,2,20544,Defaulted
29,F,10,Unemployed,UK,1580,IV2 3RB,53500,Rent,0,24502,Paid
89,M,49,Unemployed,UK,8870,RG17 7LL,40000,Mortgage,1,37329,Defaulted
32,M,1,Unemployed,UK,1240,EX3 0BA,51000,Own,2,30207,Defaulted
34,M,10,Unemployed,UK,890,HR1 1DT,37000,Own,0,20762,Paid
34,F,10,Self Employed,UK,290,SE28 0JA,10500,Own,3,7302,Defaulted
47,F,19,Self Employed,UK,480,IP12 4AD,40500,Own,3,17164,Defaulted
52,M,6,Self Employed,UK,9870,PE38 9HJ,21000,Own,1,7001,Defaulted
18,F,1,Unemployed,UK,4100,BH23 2ES,25000,Mortgage,0,13548,Defaulted
51,F,7,Unemployed,UK,7700,HR4 8EJ,44500,Rent,3,1125,Defaulted
35,M,3,Self Employed,UK,2310,B45 8LX,18000,Mortgage,3,9708,Defaulted
66,M,35,Unemployed,UK,1030,PE31 7HH,32000,Own,0,19593,Paid
27,F,6,Unemployed,UK,1980,BT34 3RJ,34000,Rent,1,31707,Paid
48,F,5,Employed,UK,8060,TW9 3AT,43500,Mortgage,1,5283,Defaulted
86,F,39,Employed,UK,7140,SE12 8LP,42500,Own,1,16810,Paid
88,M,18,Self Employed,UK,600,NE61 1TN,25000,Own,1,20245,Paid
61,M,30,Self Employed,UK,8450,NN3 9TB,40000,Mortgage,3,38158,Defaulted
75,M,19,Self Employed,UK,5350,NW6 3AA,51000,Mortgage,0,37038,Paid
33,F,1,Unemployed,UK,4330,AL1 4NL,36500,Own,0,21503,Paid
44,F,6,Unemployed,UK,0,SP10 3AF,44500,Own,2,33481,Paid
80,M,8,Unemployed,UK,760,CV31 1JT,53500,Own,0,14486,Paid
62,M,36,Unemployed,UK,7080,TN31 6SD,34000,Own,1,20473,Paid
51,M,4,Self Employed,UK,1930,PH23 3BG,30500,Mortgage,2,14549,Defaulted
59,M,31,Self Employed,UK,3120,TS5 6SD,49000,Own,1,16309,Paid
82,M,51,Self Employed,UK,580,NR11 6NY,46500,Rent,3,2971,Defaulted
59,M,4,Unemployed,UK,1210,IP33 3AQ,35500,Own,0,29639,Paid
49,M,23,Employed,UK,3760,BT22 2NY,46500,Rent,0,44903,Paid
54,F,33,Self Employed,UK,7970,BH23 4DY,13500,Own,0,11165,Paid
32,F,15,Unemployed,UK,4910,WR9 7EQ,46500,Own,2,34064,Defaulted
53,M,29,Employed,UK,2900,MK45 5DT,27500,Rent,2,20017,Paid
40,M,9,Self Employed,UK,3960,GU1 2NF,34500,Own,0,22873,Defaulted
26,F,5,Unemployed,UK,290,G84 8LQ,41000,Own,2,6420,Defaulted
61,M,17,Self Employed,UK,130,PE24 4AF,43000,Mortgage,0,19661,Paid
29,M,3,Self Employed,UK,610,GU7 2DW,45500,Rent,3,37046,Defaulted
19,F,2,Unemployed,UK,2110,SL4 4PZ,50000,Mortgage,2,46825,Defaulted
59,M,15,Employed,UK,4010,BT19 1FW,29000,Own,0,22894,Paid
55,F,13,Unemployed,UK,510,SE1 4LY,47000,Rent,0,1103,Paid
38,F,7,Unemployed,UK,1490,IV2 5XQ,38500,Rent,1,3415,Paid
79,F,51,Self Employed,UK,6610,IM9 1NP,51500,Own,1,43510,Paid
22,F,2,Self Employed,UK,5780,GU10 3ND,42500,Mortgage,1,4649,Paid
67,F,47,Self Employed,UK,6560,GU10 3NH,36000,Mortgage,0,30199,Paid
44,F,24,Self Employed,UK,270,CW2 5EE,48500,Mortgage,0,11573,Defaulted
24,M,5,Self Employed,UK,8190,SE1 4TQ,16500,Own,2,8079,Defaulted
62,M,6,Unemployed,UK,5370,LL61 6PJ,37500,Mortgage,0,21305,Paid
86,F,30,Self Employed,UK,8950,FK5 3EB,54500,Own,0,51367,Defaulted
83,M,31,Self Employed,UK,1460,S74 8ET,26500,Mortgage,1,5528,Defaulted
37,M,6,Unemployed,UK,850,BA12 9DH,47500,Mortgage,2,39889,Defaulted
79,F,54,Unemployed,UK,0,RH12 4PP,34500,Own,0,24657,Paid
51,F,1,Unemployed,UK,0,RG10 9PB,30500,Own,3,20144,Paid
27,M,8,Unemployed,UK,650,N17 8DB,49500,Rent,1,34001,Defaulted
52,F,17,Self Employed,UK,6080,YO62 5EY,35000,Rent,1,25171,Paid
53,F,9,Self Employed,UK,7290,PO18 8EU,54000,Own,0,30353,Paid
66,M,5,Self Employed,UK,360,WS13 6BU,52000,Own,1,47804,Defaulted
36,M,17,Employed,UK,0,KT10 0ND,6500,Own,0,3069,Paid
64,M,5,Self Employed,UK,5420,GL50 2LL,41000,Mortgage,0,14592,Defaulted
56,F,38,Self Employed,UK,5810,SY16 4NG,43500,Own,0,37431,Paid
60,F,30,Unemployed,UK,8270,BH2 6PH,36000,Own,3,6089,Defaulted
57,M,9,Self Employed,UK,5540,KT15 3QG,54500,Rent,0,49354,Paid
82,M,21,Self Employed,UK,3640,IM9 5PL,44000,Mortgage,0,19519,Paid
52,F,2,Employed,UK,930,RG40 2JX,32500,Own,0,5412,Paid
32,M,5,Unemployed,UK,310,TW12 1JP,54500,Own,2,30314,Defaulted
67,F,9,Self Employed,UK,5520,BT20 5RD,38000,Mortgage,0,16764,Paid
81,F,36,Employed,UK,1400,SO15 2HU,49000,Mortgage,0,4639,Paid
42,M,21,Employed,UK,6720,BH31 7QE,39500,Own,2,3307,Defaulted
74,F,12,Employed,UK,1840,BT4 2JR,40000,Own,1,9200,Paid
63,M,1,Unemployed,UK,9050,LS27 0NY,27500,Rent,3,2700,Defaulted
58,F,15,Unemployed,UK,2460,W10 5LZ,18000,Own,3,12017,Defaulted
85,F,46,Unemployed,UK,200,BT78 1TN,44000,Rent,1,40081,Paid
21,M,3,Self Employed,UK,8260,LL34 6RD,42000,Own,3,26356,Paid
53,M,29,Self Employed,UK,2630,BN1 2PS,43000,Own,1,20314,Defaulted
24,M,6,Unemployed,UK,7400,TW9 4BZ,40000,Mortgage,0,36288,Paid
48,F,4,Self Employed,UK,3690,BT15 5HG,47500,Rent,1,28288,Paid
35,F,15,Self Employed,UK,1600,W12 0HF,41500,Mortgage,0,5695,Paid
69,M,29,Self Employed,UK,1550,BH13 7JR,53500,Rent,0,43534,Paid
24,F,5,Self Employed,UK,240,EH4 1TA,30000,Own,3,25717,Defaulted
32,M,6,Self Employed,UK,5070,SW9 9RQ,37000,Own,2,15645,Defaulted
82,F,4,Self Employed,UK,1350,BT6 8NL,52000,Mortgage,3,44349,Paid
46,M,5,Unemployed,UK,4920,OX18 4UH,37000,Mortgage,0,12259,Paid
41,F,24,Unemployed,UK,4880,BT23 5QP,34500,Own,0,8103,Paid
48,M,16,Employed,UK,20,ML8 5HJ,27500,Mortgage,0,10290,Defaulted
19,F,2,Self Employed,UK,780,CO10 0AT,40000,Own,0,27177,Defaulted
48,F,2,Self Employed,UK,2500,RH4 1HX,50000,Rent,1,30985,Paid
52,M,22,Self Employed,UK,5100,EH3 5EN,42000,Own,0,40788,Paid
24,M,1,Unemployed,UK,110,HP14 4PW,38500,Own,1,36221,Paid
75,F,19,Unemployed,UK,3360,RG27 9UA,21000,Own,0,10325,Defaulted
87,M,4,Employed,UK,760,TW9 2SS,31500,Own,0,8574,Defaulted
53,F,19,Employed,UK,5510,CT2 8HY,37500,Mortgage,3,28769,Defaulted
56,F,15,Unemployed,UK,9400,GL18 2AE,50000,Mortgage,1,42851,Paid
76,M,9,Self Employed,UK,3490,TA4 1QN,39500,Own,0,18971,Defaulted
27,F,3,Employed,UK,160,FK1 1TE,45500,Own,0,38361,Paid
70,M,31,Unemployed,UK,5430,DL8 5FB,39000,Own,1,37463,Defaulted
41,F,12,Self Employed,UK,2160,AL7 4SA,35000,Own,3,23050,Defaulted
19,F,1,Self Employed,UK,3290,BT16 1UA,45000,Own,3,18437,Paid
28,F,1,Self Employed,UK,460,LS6 4QX,35500,Mortgage,0,6761,Defaulted
76,F,35,Self Employed,UK,2490,TN30 6QE,47500,Mortgage,1,25381,Defaulted
50,F,27,Self Employed,UK,1140,NN12 7RZ,49000,Own,1,14918,Paid
68,F,5,Self Employed,UK,2990,FK6 5JU,44000,Own,2,3324,Defaulted
43,M,18,Employed,UK,5330,HU14 3GA,33500,Own,1,21544,Defaulted
17,F,1,Self Employed,UK,6330,JE3 2FL,37000,Own,0,34355,Paid
68,M,1,Self Employed,UK,3530,BT9 5QU,44500,Own,2,27439,Defaulted
52,M,12,Employed,UK,2140,OX15 5BL,25000,Rent,1,2142,Defaulted
18,F,1,Self Employed,UK,810,OX18 4RE,25000,Own,0,6362,Paid
26,F,4,Self Employed,UK,3090,SE11 5SE,35500,Own,3,13457,Defaulted
72,M,4,Self Employed,UK,1050,KT10 8HY,22500,Mortgage,0,4019,Paid
36,F,6,Self Employed,UK,120,BT22 2XA,21000,Mortgage,3,11230,Defaulted
38,M,6,Self Employed,UK,10,OX2 7QL,49000,Mortgage,1,23169,Paid
58,M,38,Self Employed,UK,4060,N5 2HR,36000,Mortgage,0,1693,Paid
68,F,17,Self Employed,UK,9520,BT40 2QR,30500,Mortgage,3,3867,Defaulted
26,M,7,Employed,UK,9640,NW1 8XN,50500,Own,0,33821,Defaulted
46,F,21,Unemployed,UK,660,DT11 8HT,41000,Mortgage,0,3197,Paid
54,M,24,Self Employed,UK,650,BD18 1PZ,41000,Own,0,17187,Paid
45,F,11,Unemployed,UK,0,DN20 9AX,38000,Rent,1,26773,Paid
49,M,22,Self Employed,UK,5150,IM1 3LU,37000,Mortgage,0,32243,Paid
71,M,24,Unemployed,UK,3700,WA16 7RJ,28500,Mortgage,1,18538,Defaulted
73,F,7,Employed,UK,550,EN4 9QA,36500,Mortgage,2,9288,Defaulted
39,M,4,Self Employed,UK,9970,TW12 1LB,41000,Mortgage,3,29456,Defaulted
52,F,14,Self Employed,UK,4850,EC1V 0BY,31500,Rent,0,14754,Paid
35,F,14,Self Employed,UK,210,TR26 3DX,35500,Mortgage,3,23070,Defaulted
31,M,5,Self Employed,UK,3240,TA24 8HD,29500,Own,2,26399,Defaulted
51,F,7,Unemployed,UK,620,NR35 2JW,45500,Own,0,18304,Paid
87,M,25,Self Employed,UK,4630,PH8 0QD,38500,Own,0,11270,Paid
86,M,69,Unemployed,UK,3110,SA62 6HJ,45500,Own,2,44375,Defaulted
83,M,13,Unemployed,UK,4520,SE14 5NW,42500,Own,2,40677,Paid
68,F,6,Unemployed,UK,5340,W14 0AJ,31000,Rent,2,21572,Defaulted
78,M,16,Self Employed,UK,290,CV22 6NP,52000,Own,2,7987,Defaulted
39,M,20,Self Employed,UK,1830,SW12 0JZ,7000,Own,0,3177,Paid
58,F,30,Employed,UK,1910,CF35 5DW,52500,Rent,0,3732,Paid
61,F,24,Employed,UK,420,OX28 1AP,30500,Mortgage,2,17895,Paid
37,M,9,Unemployed,UK,6320,DL2 3RS,46500,Own,2,26609,Defaulted
89,F,3,Self Employed,UK,240,E4 8PW,52000,Own,2,7660,Defaulted
53,M,31,Unemployed,UK,3670,DT6 5HX,37500,Mortgage,0,1491,Defaulted
73,F,16,Self Employed,Germany,2170,WD6 2AH,42500,Mortgage,0,604,Paid
55,M,31,Unemployed,UK,1480,EH7 5PX,43500,Mortgage,0,30669,Defaulted
58,M,35,Unemployed,UK,670,SW14 8PJ,43500,Mortgage,1,41702,Paid
43,F,7,Unemployed,UK,9430,IP18 6JQ,27000,Own,0,9393,Defaulted
73,F,24,Unemployed,UK,40,PE32 1AQ,36000,Own,1,29428,Paid
62,M,23,Self Employed,UK,980,S2 3QL,22500,Own,0,20925,Paid
72,M,14,Employed,UK,1430,SW6 6NH,42500,Own,0,34198,Defaulted
54,M,33,Self Employed,UK,2910,PO22 7LJ,38000,Own,1,1304,Paid
25,M,4,Self Employed,UK,3960,CT21 5NX,53000,Mortgage,0,50858,Paid
25,M,5,Self Employed,UK,10,LA5 0RN,42000,Rent,1,37058,Paid
42,F,13,Self Employed,UK,560,GU12 5RP,43000,Mortgage,0,28713,Paid
27,M,10,Self Employed,UK,6360,N3 1TE,32500,Own,1,27062,Paid
19,F,2,Unemployed,UK,0,TA3 7SH,45500,Rent,1,13234,Paid
62,M,33,Unemployed,UK,210,BH20 7HH,37500,Mortgage,0,35977,Paid
88,F,6,Self Employed,UK,90,BN44 3GP,10500,Own,2,6275,Defaulted
88,F,42,Employed,UK,0,KY2 5PA,21500,Own,0,8644,Paid
55,F,27,Self Employed,UK,7060,RH13 0PU,17000,Rent,2,12388,Defaulted
89,F,17,Employed,UK,9590,SE19 2JP,54500,Own,1,27734,Defaulted
85,M,51,Self Employed,UK,270,EX10 8HE,39500,Rent,1,31867,Paid
57,F,33,Self Employed,UK,20,SL9 0JE,24500,Own,1,5298,Paid
24,M,1,Employed,UK,360,EX12 2PB,46500,Own,3,38858,Paid
78,M,44,Unemployed,UK,3930,N3 1JJ,42000,Rent,2,28564,Defaulted
34,F,12,Self Employed,UK,2670,TQ7 1QL,52000,Mortgage,2,10833,Paid
23,M,1,Unemployed,UK,360,B92 8AU,49500,Mortgage,1,6018,Paid
18,F,1,Unemployed,UK,90,CR8 4DW,40000,Mortgage,0,37003,Defaulted
75,M,16,Self Employed,UK,4460,CF14 5ER,54000,Own,0,10383,Defaulted
83,F,1,Self Employed,UK,5990,MK40 3QS,34500,Mortgage,0,15279,Defaulted
24,F,5,Self Employed,UK,1760,HP14 4DN,39500,Mortgage,2,21861,Paid
46,F,11,Self Employed,UK,400,SW13 9EY,42500,Rent,1,24909,Paid
49,F,2,Unemployed,UK,2090,BH15 1HJ,42000,Rent,0,38800,Paid
62,F,21,Employed,UK,400,CF14 2AF,23500,Own,0,20829,Paid
81,F,64,Unemployed,UK,8020,SW14 8BU,42000,Mortgage,0,19900,Defaulted
64,F,5,Unemployed,UK,1840,GL54 2BL,45000,Rent,1,39364,Paid
61,M,37,Self Employed,UK,7810,BT23 5PG,30500,Mortgage,3,21353,Defaulted
18,M,1,Unemployed,UK,810,HR3 5LL,50000,Mortgage,0,40186,Defaulted
58,F,12,Unemployed,UK,160,SK10 4BE,41500,Own,3,8013,Defaulted
81,F,57,Self Employed,UK,950,EH3 5PS,53000,Mortgage,0,35095,Defaulted
85,M,14,Unemployed,UK,4770,BH14 8LT,50000,Own,2,32952,Defaulted
82,F,32,Unemployed,UK,6200,IM2 1PN,46500,Rent,3,2704,Defaulted
24,F,5,Employed,UK,350,BD23 4AH,22500,Rent,0,9370,Defaulted
70,F,27,Self Employed,UK,5480,BH18 8BT,25000,Own,0,11166,Paid
26,F,6,Unemployed,UK,150,PO19 6QJ,18500,Mortgage,3,3156,Defaulted
29,M,2,Self Employed,UK,110,RM1 3PB,41000,Own,0,19800,Paid
56,F,38,Employed,UK,220,RH4 3NZ,34000,Mortgage,3,20442,Defaulted
38,F,19,Unemployed,UK,4310,BT9 6HT,10000,Own,1,3577,Defaulted
65,F,23,Self Employed,UK,3850,CV31 1DL,44000,Mortgage,0,2393,Paid
22,M,2,Unemployed,UK,0,W4 3AP,49500,Own,0,39437,Paid
61,M,13,Unemployed,UK,1080,FK5 4BD,53500,Rent,0,7106,Paid
52,F,22,Unemployed,UK,3420,N16 9NS,33500,Own,2,22286,Defaulted
55,F,30,Self Employed,UK,2290,BH2 6JS,20500,Own,1,110,Paid
52,F,3,Self Employed,UK,4420,NW6 3DB,38000,Mortgage,0,29803,Defaulted
65,M,31,Self Employed,UK,0,SW15 4HL,53500,Rent,1,33423,Paid
65,F,28,Self Employed,UK,290,SW15 5AU,54500,Mortgage,0,7246,Defaulted
73,M,56,Self Employed,UK,4850,SE17 2EQ,29500,Own,0,3977,Defaulted
22,F,3,Self Employed,UK,3880,GU29 9AY,26500,Mortgage,0,17311,Paid
29,M,6,Unemployed,UK,3980,L18 3LW,44000,Own,2,35891,Defaulted
87,F,61,Employed,UK,7430,SE15 2NY,26000,Own,0,3513,Paid
45,F,14,Self Employed,UK,3890,LE15 8RS,28000,Mortgage,0,21474,Paid
48,M,5,Self Employed,UK,30,BT23 5PA,35500,Mortgage,0,11441,Paid
27,F,2,Self Employed,UK,4370,W10 6LX,32500,Own,1,9162,Paid
42,M,3,Self Employed,UK,2510,GU23 6EN,26000,Mortgage,1,15531,Defaulted
33,F,12,Unemployed,UK,1250,OX17 3AN,38500,Mortgage,0,1621,Paid
44,M,7,Self Employed,UK,170,BN26 5SW,44000,Own,2,23306,Defaulted
63,M,14,Unemployed,UK,1390,IP33 2QL,50500,Own,0,47406,Paid
38,F,12,Self Employed,UK,4280,SG12 9FG,41500,Rent,0,34415,Paid
56,F,37,Self Employed,UK,7960,LS6 4PR,46000,Mortgage,0,27188,Paid
66,M,18,Self Employed,UK,530,SG3 6BG,54000,Own,0,4865,Paid
46,F,20,Employed,UK,5930,HP14 4SZ,13500,Mortgage,0,5960,Paid
63,M,46,Self Employed,UK,2490,SK4 4PY,50500,Own,2,16804,Defaulted
72,F,26,Self Employed,UK,1610,IP33 2JY,37000,Rent,0,18966,Paid
17,F,1,Unemployed,UK,9970,N19 4PU,17000,Rent,0,4124,Defaulted
19,F,1,Self Employed,UK,330,NE65 7HU,40000,Mortgage,3,15131,Defaulted
62,F,21,Self Employed,UK,6000,SW2 5BN,48000,Own,1,20648,Defaulted
81,M,62,Employed,UK,180,NR12 8PN,27500,Own,3,5538,Defaulted
30,M,7,Self Employed,UK,2330,IP13 0DJ,52000,Rent,1,17716,Paid
84,M,48,Self Employed,UK,1160,B94 6PT,36500,Own,3,24883,Defaulted
38,F,11,Employed,UK,6040,BT24 8YE,29500,Own,0,13857,Paid
36,F,10,Employed,UK,9180,SA15 4ET,42000,Own,0,35486,Defaulted
65,F,42,Unemployed,UK,4180,G11 7QG,42000,Own,1,27399,Paid
45,F,11,Unemployed,UK,710,EX10 0DU,52500,Own,0,33605,Paid
84,F,24,Self Employed,UK,2200,RG27 9BE,51500,Own,1,23856,Paid
82,M,3,Unemployed,UK,8390,TN13 2JL,33000,Own,1,6639,Defaulted
30,F,8,Self Employed,UK,3180,IG7 6ES,31500,Own,3,45,Defaulted
40,M,12,Unemployed,UK,4260,DT10 1DN,47000,Mortgage,1,88,Paid
68,F,36,Unemployed,UK,9510,N16 7DG,50000,Rent,2,49704,Defaulted
75,M,49,Unemployed,UK,10,WA2 8SZ,37500,Mortgage,2,20467,Defaulted
30,M,12,Self Employed,UK,1020,AL10 9LU,28000,Own,2,14713,Defaulted
21,M,3,Employed,UK,300,IM2 1NQ,36500,Own,0,19323,Paid
69,M,29,Self Employed,UK,1390,BT30 9UE,54500,Own,1,53022,Paid
23,F,1,Unemployed,UK,1120,GL3 2JJ,46000,Mortgage,2,27691,Paid
59,F,18,Unemployed,UK,3420,BN3 3AB,37000,Own,0,36825,Defaulted
45,F,9,Self Employed,UK,4930,N3 2LE,47500,Mortgage,1,11939,Paid
80,F,12,Employed,UK,5110,LA13 9BA,46500,Mortgage,0,16516,Paid
40,M,23,Self Employed,UK,1610,AB10 7LX,36500,Mortgage,0,13744,Paid
87,M,59,Employed,UK,470,TN14 7SG,11500,Own,1,6657,Paid
52,F,4,Employed,UK,1470,CB2 2HD,44000,Own,0,35208,Paid
36,F,3,Self Employed,UK,9300,N5 2HB,50500,Mortgage,0,46760,Defaulted
75,M,57,Self Employed,UK,2200,KT19 0TE,42500,Own,0,14812,Paid
56,M,24,Unemployed,UK,4830,ME15 0NP,50000,Mortgage,0,49435,Defaulted
80,M,16,Self Employed,UK,6610,RH1 6NG,47000,Rent,2,23614,Paid
67,M,22,Self Employed,UK,3380,EC1R 5BD,42000,Mortgage,3,20579,Defaulted
33,M,8,Self Employed,UK,850,BS21 6TL,52000,Mortgage,0,152,Defaulted
59,M,12,Unemployed,UK,6310,BN3 6HB,52000,Own,0,10846,Paid
56,M,8,Unemployed,UK,80,IP18 6XL,24000,Own,0,19485,Paid
55,M,1,Self Employed,UK,2060,DT6 6RB,53000,Mortgage,0,5764,Paid
42,M,15,Unemployed,UK,4650,NN11 9AA,34000,Mortgage,0,5093,Paid
32,M,1,Unemployed,UK,2520,CB5 8HG,52500,Own,0,46134,Paid
18,F,1,Self Employed,UK,9920,PL6 5SR,46000,Own,1,26102,Defaulted
32,M,6,Employed,UK,1560,CH61 9PL,43000,Own,0,293,Paid
57,M,26,Employed,UK,7070,AL2 2BE,40000,Rent,1,31528,Defaulted
83,F,20,Unemployed,UK,8020,BT15 4GP,49500,Own,3,29880,Defaulted
23,M,2,Unemployed,UK,2020,NE30 4NU,41000,Own,1,15047,Paid
88,F,49,Unemployed,UK,5700,GY2 4AW,49500,Mortgage,2,34643,Paid
34,F,1,Employed,UK,140,BB5 2LB,37000,Own,0,22947,Paid
80,F,23,Unemployed,UK,9380,LS7 4JU,22500,Mortgage,0,9153,Defaulted
19,M,1,Self Employed,UK,2380,IP4 2XD,12500,Own,3,8817,Defaulted
63,M,28,Self Employed,UK,10,HA2 0JQ,40000,Mortgage,0,22567,Paid
64,M,5,Self Employed,UK,4700,BH1 1JL,12000,Own,0,9842,Paid
79,F,33,Employed,UK,6580,PH2 7DG,54000,Own,2,10046,Paid
33,F,8,Employed,UK,2390,NR8 5DP,54500,Own,1,6014,Paid
80,F,25,Self Employed,UK,7040,SW14 7QA,45500,Mortgage,1,31037,Paid
46,M,24,Employed,UK,400,DD7 7JX,26500,Own,1,12921,Paid
73,F,30,Unemployed,UK,7240,E18 2PE,23000,Rent,0,20771,Paid
69,M,2,Self Employed,UK,10,GL55 6SL,42000,Own,0,7422,Paid
20,M,3,Unemployed,UK,6620,NP20 4DB,53000,Mortgage,0,115,Defaulted
19,F,2,Self Employed,UK,5360,GU28 9BA,30000,Mortgage,1,1674,Defaulted
88,F,17,Employed,UK,490,EH39 4RG,38500,Mortgage,3,31280,Defaulted
87,M,6,Employed,UK,740,BN3 1PJ,32000,Own,0,4384,Paid
82,F,6,Unemployed,UK,9800,DT9 3AJ,36000,Mortgage,3,7564,Defaulted
20,M,3,Unemployed,UK,500,PA72 6JW,27000,Mortgage,0,23555,Defaulted
29,F,4,Self Employed,UK,2180,L17 6BT,42000,Mortgage,0,35945,Paid
61,M,38,Employed,UK,1770,CR2 0RE,40000,Own,0,14616,Paid
24,F,7,Self Employed,UK,5130,PR7 5PA,38000,Own,0,35911,Paid
82,F,51,Employed,UK,6680,KY7 6GZ,46500,Own,1,805,Defaulted
78,M,9,Unemployed,UK,230,BS21 7DZ,53000,Mortgage,1,19698,Paid
65,F,46,Unemployed,France,7100,LL15 1SG,27500,Own,3,3238,Paid
65,F,4,Self Employed,UK,5800,YO42 1TP,13500,Own,0,12047,Paid
35,F,9,Self Employed,UK,1010,BN20 8NU,53500,Own,0,14926,Paid
82,M,32,Self Employed,UK,560,N7 6DH,54000,Mortgage,1,31498,Paid
21,F,2,Unemployed,UK,2980,TW20 8TW,46500,Mortgage,0,21519,Defaulted
82,F,2,Self Employed,UK,330,CM15 8LF,31500,Own,3,11183,Defaulted
65,F,37,Self Employed,UK,6500,BT56 8EA,54500,Mortgage,1,9836,Paid
41,M,6,Unemployed,UK,1330,PO5 1RR,47500,Mortgage,1,30076,Paid
31,F,14,Self Employed,UK,1000,LN2 4BL,32000,Own,0,16978,Paid
88,M,27,Employed,UK,900,SA10 7PY,52500,Mortgage,2,30196,Defaulted
50,M,15,Self Employed,UK,410,RG9 5JN,46000,Rent,0,5593,Paid
76,M,47,Self Employed,UK,4710,TQ13 8HU,15000,Mortgage,0,318,Paid
29,M,8,Unemployed,UK,1450,SL6 9EL,42500,Rent,1,9049,Paid
46,M,11,Unemployed,UK,7310,BR2 0JJ,38500,Own,0,11225,Paid
83,F,4,Unemployed,UK,9770,CM9 8TL,23500,Own,0,14029,Defaulted
75,M,11,Self Employed,UK,2670,OX15 5LU,42500,Own,1,34252,Defaulted
29,F,10,Unemployed,UK,7510,NG23 7SY,52000,Own,1,24605,Paid
21,M,2,Self Employed,UK,1210,CH63 3EZ,45500,Rent,1,4196,Paid
77,M,55,Self Employed,UK,3000,BH24 4EW,44500,Mortgage,1,8915,Paid
76,M,41,Employed,UK,5590,AL5 2DN,24000,Rent,2,18252,Defaulted
32,F,1,Employed,UK,1250,PH2 7JA,36000,Rent,2,25021,Defaulted
41,M,18,Unemployed,UK,0,GU22 9PG,52000,Mortgage,0,43151,Paid
30,F,5,Unemployed,UK,3650,GU22 8SF,30500,Mortgage,1,27337,Paid
85,M,40,Unemployed,UK,7800,RH16 1SE,11000,Own,3,6675,Defaulted
82,F,55,Self Employed,UK,1120,WR6 6DJ,44500,Own,1,34485,Paid
82,M,31,Self Employed,UK,2620,GL7 3HR,31000,Rent,0,18841,Paid
40,F,6,Self Employed,UK,8460,LS11 9BG,51500,Own,0,25520,Defaulted
37,M,6,Self Employed,UK,8150,NP16 7BZ,47000,Own,0,27239,Defaulted
62,M,21,Unemployed,UK,480,LL52 0LD,31500,Mortgage,3,25036,Defaulted
47,M,12,Self Employed,UK,0,IP1 5NA,28500,Own,1,1238,Paid
89,F,7,Self Employed,UK,2030,OX4 3NN,33000,Mortgage,1,12213,Paid
24,M,1,Unemployed,UK,10,IP21 4AD,52500,Mortgage,1,2147,Paid
57,M,37,Self Employed,UK,60,WA15 0JR,50000,Own,0,38141,Paid
76,M,1,Unemployed,UK,0,PA4 9QD,36500,Own,2,4484,Defaulted
38,F,1,Unemployed,UK,1100,KT11 1BG,17000,Own,1,8275,Paid
85,M,37,Employed,UK,1060,NW6 7TU,16000,Own,2,6121,Defaulted
44,M,23,Self Employed,UK,2050,HG2 9BY,21000,Own,0,3608,Paid
43,M,4,Employed,UK,380,BH13 7BA,24000,Mortgage,2,23400,Defaulted
82,M,1,Unemployed,UK,8720,RH10 3AF,51500,Mortgage,0,44711,Defaulted
79,M,27,Self Employed,UK,0,AB32 6HR,43000,Rent,2,23590,Defaulted
73,F,8,Self Employed,UK,150,PH16 5HZ,16500,Mortgage,0,12772,Paid
42,M,6,Self Employed,UK,7610,BR7 5QL,23500,Own,2,16309,Defaulted
80,F,37,Self Employed,UK,1450,IM2 3HL,8500,Own,1,740,Paid
24,F,5,Employed,UK,1910,NN14 1QW,37500,Rent,1,24000,Paid
20,F,2,Unemployed,UK,4340,TN12 6DS,38500,Own,2,23171,Defaulted
82,M,27,Self Employed,UK,7970,N7 8PR,50000,Mortgage,0,44149,Paid
